DIPOCE,DI_NCO,PO_HV,PO_f,BA_Code,BA_Mn,PO_Phr,BA_Phr,FS_Phr,Cata_Phr,f(H2O),M_loss,Yield,R,CHS,A_Mix_t,AB_Mix_t,Q,Cata_Code,MCS,AD(kg/m3)
110000000,31.25,600,2,1,148.1,62,7.5,1.4,0.7,0,7.548784663,95.59,1.1,62,727.2,30,0,100000,162,93
110000000,31.25,440.9090909,2.35206987,1,148.1,105,9.5,1.7,0.87,0,9.534127844,95.6,0.9,48.9,526.8,30,0,100000,143,108
110000000,31.25,440.9090909,2.041,1,148.1,85,8.6,1.6,0.79,0,8.647798742,95.6,1.1,53.9,461.4,30,0,100000,144,101
110000000,31.25,441.1671924,3.181869128,1,148.1,72,8,1.5,0.73,0,8.035062089,95.6,1.3,58,678,30,0,100000,146,95
110000000,31,420,4.5,1001,40.71025641,90.09459459,7.135135135,1.8,1.3,0.11,9.764764765,95.75694309,1.1,59,74.82,8,0,100000,122,39.1
110000000,31,420,4.5,1000,18,90.09459459,3.667567568,1.8,1.3,0.11,8.808808809,96.56317126,1.1,63.9,68.34,8,0,100000,117.3,34.6
110100000,31.5,395.4433017,4.630527685,1000,18,85.5,1.695,2.55,2.55,0.11,5.593220339,97.67359887,1.25,63.9,60,10,246.81,100000,566,39.1
100000100,31.25,605.1,3.05958156,1000,18,68.96551724,1.374848741,1.255997065,0.796081811,0.135610667,3.720228633,97.47416818,1,59.18367347,112.48,10,0,100100,307.392,39.9
100000100,31.25,992.4,3.419494125,1000.03,18.37438693,42.01680672,1.5086297,1.073658247,0.765520653,0.164007333,3.979803305,97.16287618,1,70.41420118,146.71,10,0,100100,317.472,33.5
100000100,31.25,692.5,3.326257897,1000,18,60.24096386,1.291009551,1.143443258,0.767768462,0.144159556,3.638364279,97.45059273,1,62.40601504,113.37,10,0,100100,331.068,31.2
100000100,31.25,660.2,3.328939221,1000,18,63.29113924,1.297716489,1.148035981,0.796829827,0.142828444,3.640576045,97.46935693,1,61.24031008,113.37,10,0,100100,324.907,32.8
100000100,31.25,660.2,3.254482371,1000,18,63.29113924,1.290859217,1.196240197,0.783519895,0.139774,3.638349027,97.49269837,1,61.24031008,114.92,10,0,100100,319.038,39.7
100000100,31.25,750.6,3.307778062,1000,18,55.55555556,1.280042491,1.179982399,0.766996296,0.145930667,3.639845609,97.40402472,1,64.28571429,117.02,10,0,100100,329.638,34.7
100000100,31.25,750.6,3.390936547,1000,18,55.55555556,1.293504948,1.154807424,0.773225691,0.148711778,3.642072628,97.38327674,1,64.28571429,115.22,10,0,100100,333.771,30.3
100000100,31.25,750.6,3.307778062,1000,18,55.55555556,1.279738083,1.178974426,0.767166091,0.145820667,3.639845609,97.40402472,1,64.28571429,116.17,10,0,100100,333.589,36.6
100000100,31.25,555,3.131028883,1000,18,75.18796992,1.385085007,1.22904201,0.863342223,0.127084,3.7657195,97.55623125,1,57.08154506,107.66,10,0,100100,308.819,34
100000100,31.25,555,3.094427988,1000,18,75.18796992,1.389845247,1.256159764,0.863342223,0.127380667,3.763492481,97.55623125,1,57.08154506,106.57,10,0,100100,307.465,35.9
100000100,31.25,1208.4,3.582555096,1000.04,18.74877387,34.60207612,1.763393248,1.014874403,0.753883501,0.188891778,3.946508489,97.01740188,1,74.29305913,189.55,10,0,100100,271.2935,36.2
100000100,31.25,1208.4,3.545224198,1000.04,18.74877387,34.60207612,1.782400588,1.059676189,0.74316652,0.187021778,3.919862925,97.02867882,1,74.29305913,190.15,10,0,100100,269.8925,40.3
100000100,31.25,484.2,3.128742708,1000,18,86.20689655,1.47880877,1.322454046,0.908377369,0.125164,3.891520167,97.55776993,1,53.7037037,102.64,10,0,100100,291.682,32.5
110000000,31.5,360,5.6,1000,18,57,2.6,1.14,1.057,0.25,6.250710308,96.13193614,1.1,63.8,60,7,0,101000,539,26.4
110010000,31.5,355.8595553,5.40157523,1000,18,57,2.56,1.14,1.057,0.25,6.26566416,96.12621496,1.1,63.7,60,7,0,101000,511,29.5
110010000,31.5,351.6681372,5.200707635,1000,18,57.4,2.57,1.142,1.057,0.25,6.280331145,96.12061365,1.1,63.7,60,7,0,101000,481,31
110010000,31.5,347.2333851,4.988178612,1000,18,57.3,2.58,1.145,1.057,0.25,6.295427231,96.1148589,1.1,63.6,60,7,0,101000,446,32.9
110010000,31.5,342.7221059,4.771982138,1000,18,57.4,2.9,1.15,1.057,0.25,6.310234052,96.10922467,1.1,63.5,60,7,0,101000,408,34.1
110010000,31.5,338.141159,4.552446941,1000,18,58,2.9,1.15,1.057,0.25,6.325110689,96.10357409,1.1,63.5,60,7,0,101000,392,34.9
110000000,31,420,4.8,1000,18,59,2,0.9,0.29,0.189,4.900419287,96.97777778,1.52,63,60,5,-48,100000,229.776,42
110010000,31,374.3555556,4.467777778,1000,18,74,2.5,1.1,0.37,0.189,6.111111111,96.5571205,1.74,58,60,5,-48,100000,169.878,40
110010000,31,374.8111051,4.539466522,1000,18,71.2,2.4,1,0.36,0.187,5.875059609,96.64980693,1.7,58.3,60,5,-48,100000,172.039,39.7
110010000,31,373.3060719,4.58983891,1000,18,70,2.3,1,0.35,0.184,5.647568236,96.74100251,1.67,59,60,5,-48,100000,186.156,40.3
110010000,31,372.7773343,4.641034336,1000,18,68.1,2.2,1.02,0.34,0.182,5.435781544,96.82815975,2.1,59.6,60,5,-48,100000,154.155,41.2
110010000,31,372.5751073,4.688412017,1000,18,66,2.1,1,0.33,0.18,5.24039871,96.90697121,1.6,60,60,5,-48,100000,226.898,42.9
100100000,31.0685,548,16,1000,18,57,1.1,1.7,0.51,0.11,4.19047619,76.9681742,1.3,63.6,203.27,12.27,0,100000,129,63
100100000,31.0395,548,16,1000,18,56,1.7,2.2,0.5,0.17,4.074074074,77.32426304,1.3,64.3,197.82,11.85,0,100000,342,52
100100000,30.929,482,8,1000,18,74.1,1.5,4.3,0.67,0.11,5.432098765,73.65900383,1.1,57.45,176.72,12.63,0,100000,148,69
100100000,31.0235,482,8,1000,18,65,2,3.1,0.58,0.17,4.731182796,75.42448615,1.2,60.8,208.26,11.89,0,100000,109,57
100100000,30.8655,510,8,1000,18,65,1.3,3.1,0.58,0.11,4.731182796,75.42448615,1,60.8,186.72,12.68,0,100000,265,67.1
100100000,30.9995,654,12,1000,18,56,1.1,1.67,0.094,0.11,4.074074074,77.32426304,1.1,64.3,192.74,12.63,0,100000,149,72
100100000,31.3385,654,12,1000,18,53,1.6,2.1,0.09,0.17,3.859649123,78.00439912,1.2,65.52,204.53,12.85,0,100000,237,57
100100000,31.0705,560,16,1000,18,56.2,1.12,1.69,0.096,0.11,4.119850187,77.18315702,1.3,64.1,204.22,12.72,0,100000,169,70.3
100100000,31.125,560,16,1000,18,56,1.67,2.2,0.094,0.17,4.074074074,77.32426304,1.3,64.3,208.43,12.1,0,100000,261,55.8
100100000,30.6345,409,8,1000,18,91,1.82,2.73,0.15,0.11,6.666666667,71.0602473,1.1,52.4,157.54,12.56,0,100000,209,68.8
100100000,30.679,409,8,1000,18,83,2.5,3.25,0.14,0.17,6.111111111,72.1589471,1.1,54.5,167.41,11.94,0,100000,321,57
100100000,30.636,493,8,1000,18,67,1.3,2,0.11,0.11,4.888888889,75.00568053,1.2,60,176.93,11.72,0,100000,305,73
100100000,31.1085,493,8,1000,18,54.1,1.6,2.11,0.092,0.17,3.963963964,77.66950873,1.5,65,207.27,12.23,0,100000,230,56
110000000,31.4,490,4.3,1000,18,79.8977309,1.597954618,0.399488655,0.798977309,0.11,3.906111289,97.85254815,1.1,55.58713804,60,12,89.98057,101000,210,23.5
110010000,31.4,533.583815,4.750867052,1000,18,80.19246191,1.603849238,0.40096231,0.801924619,0.11,3.92052036,97.84820031,1.1,55.49621718,60,12,89.31557,101000,250,22.5
110010000,31.4,572.5547445,5.154014599,1000,18,80.55421299,1.61108426,0.402771065,0.80554213,0.11,3.938205968,97.84288348,1.1,55.38502722,60,12,86.91557,101000,265,21
110010000,31.4,607.6083189,5.516637782,1000,18,80.88651622,1.617730324,0.404432581,0.808865162,0.11,3.954451904,97.83801845,1.1,55.28328042,60,12,87.10057,101000,275,20.3
110010000,31.4,668.1102362,6.142519685,1000,18,81.55941603,1.631188321,0.40779708,0.81559416,0.11,3.987349228,97.82822225,1.1,55.07838821,60,12,85.12057,101000,290,18.7
110000000,31.4,490,4.3,1000,18,68.99406651,1.37988133,2.069821995,1.207396164,0.11,3.373043252,98.05757524,1.2,59.17367519,47.02,10,336,100000,48,46.1
100010000,31.4,211,2,1000,18,83.85111396,1.677022279,0.41925557,1.467394494,0.11,4.099387794,97.81266576,1.1,54.39183796,132.96,10,336,100000,20,57.1
100010000,31.4,495,6,1000,18,84.43449994,1.688689999,0.4221725,1.477603749,0.11,4.127908886,97.80457198,1.3,54.21979078,94.05,10,336,100000,103,93.5
110010000,31.5,1365.168399,2.667359667,1001,96.27825544,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.53638954,1.1,65.15679443,300,20,56.31519,100000,594,42.6
110010000,31.5,1362.050297,2.844504543,1001,96.18489188,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.50376721,1.1,65.03496503,300,15,65.62019,100000,377,44.5
110010000,31.5,1358.9202,3.022330901,1001,96.84508464,66.66666667,21,1.5,0.666666667,0.083333333,22.44444444,89.47094084,1.1,64.9122807,300,20,80.07519,100000,422,44.3
110010000,31.5,1326.94395,4.838958165,1001,96.27713044,68.02721088,21.42857143,1.530612245,0.680272109,0.083333333,22.90249433,89.23527844,1.1,64.02877698,300,20,58.08,100000,400,44
110100000,31.5,413.5,6.62,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,60.2,411.12,20,336,100000,270,70
110100000,31.5,405.8571429,5.966984127,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,410.92,20,336,100000,207,64
110110000,31.5,402.9552716,5.547603834,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,411.37,20,336,100000,331,68
110110000,31.5,405.8571429,5.966984127,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,410.92,20,336,100000,244,63
110110000,31.5,405.8571429,7.734603175,1001,94.92222222,61.81818182,17.09090909,0.909090909,1.272727273,0.022,18.14141414,90.02222222,1.3,61.8,364.47,20,336,100000,191,43
110101000,31.5,380.2040816,9.144217687,1001,96.56542056,71.15384615,20,0.961538462,1.346153846,0.022,21.11111111,89.02222222,1.3,58.4,413.62,20,336,100000,210,59
110110000,31.5,409.7086614,6.296062992,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,60.2,410.92,20,336,100000,211,59
110110000,31.5,403.1990721,5.745275616,1001,96.56542056,67.85660377,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,410.92,20,336,100000,267,72
110110000,31.5,397.9677419,5.292903226,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,413.32,20,336,100000,242,76
110110000,31.5,408.28594,6.089731438,1001,96.56542056,66.03773585,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,410.92,20,336,100000,247,67
110110000,31.5,399.2774276,5.179911572,1001,96.56542056,69.16153846,20,0.961538462,1.346153846,0.022,21.11111111,89.02222222,1.3,60.2,415.72,20,336,100000,258,63
110110000,31.5,391.9281046,4.426143791,1001,96.56542056,67.9245283,19.62264151,0.943396226,1.320754717,0.022,20.71278826,89.02222222,1.3,59.55,417.18,20,336,100000,357,56
110101000,31.5,397.5570033,7.828664495,1001,96.56542056,70.58823529,20.39215686,0.980392157,1.37254902,0.022,21.52505447,89.02222222,1.3,59.55,423.07,20,336,100000,393,61
110101000,31.5,340.4477612,12.15820896,1001,96.56542056,74,20.8,1,1.4,0.022,21.95555556,89.02222222,1.3,59.55,431.57,20,336,100000,396,59
110101000,31.5,340.4477612,12.15820896,1000,18,76,22.01509434,0.943396226,1.320754717,0.022,23.95555556,88.02222222,1.3,56.8,233.81,20,336,100000,419,65
100100001,31.345,221.4,4.288702849,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,12,15,96,11000,115,44.7
100100001,31.2645,235.8,4.269015836,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,12,15,96,11000,418,61
100100001,31.229,253.7,4.118657603,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,12,15,96,11000,876,64.5
100100001,31.333,221.4,4.799728872,1001,49.08244898,100,24,2,4,0.11,26.84,88.33043478,1,50,12,15,96,11000,115,44.7
100100001,31.1935,235.8,4.694623791,1001,49.60153846,100,26,2,4,0.11,28.84,87.56896552,1,50,12,15,96,11000,418,40
100100001,31.1305,253.7,4.554695473,1001,50.20714286,100,28,2,4,0.11,30.84,86.82051282,1,50,12,15,96,11000,876,38.5
110000000,31.4,490,4.3,1000,18,68.99406651,1.37988133,2.069821995,1.207396164,0.111111111,3.339312819,98.07699948,1.2,59.17367519,15,15,336,100000,257.919,46.1
110010000,31.4,447.260274,4.575143089,1000,18,76.10350076,1.522070015,2.283105023,1.331811263,0.111111111,3.683409437,97.96766744,1.26,56.78478825,15,15,336,100000,349.347,42.3
110010000,31.4,393.0051813,4.899810509,1000,18,84.83922966,1.696784593,2.54517689,1.484686519,0.111111111,4.106218716,97.84524976,1.28,54.10106945,15,15,336,100000,403.19,38.5
110010000,31.4,360,5.231049569,1000,18,90.0090009,1.800180018,2.700270027,1.575157516,0.111111111,4.356435644,97.77828781,1.3,52.62908574,15,15,336,100000,400.875,37.6
110000000,32.5,380,4.494623847,1000,18,34.92717684,1.746358842,1.746358842,1.32723272,0.277777778,4.268877169,96.94528449,1.1,74.11405348,30,7,81.965,101000,215.7,43.4
110100000,32.5,370.3490799,4.759256215,1000,18,35.97122302,1.798561151,1.798561151,1.366906475,0.277777778,4.396482814,96.88049458,1.1,73.54497354,30,7,127.69038,101000,325.334,39.41
110100000,32.5,359.816772,4.690163864,1000,18,37.08098487,1.854049244,1.854049244,1.409077425,0.277777778,4.532120373,96.81281365,1.1,72.94957801,30,7,105.38057,101000,354.219,37.05
110100000,32.5,348.2765573,4.712683481,1000,18,38.25993802,1.912996901,1.912996901,1.453877645,0.277777778,4.676214647,96.7422176,1.1,72.32753134,30,7,98.52557,101000,351.656,35.01
110100000,32.5,335.5764855,4.639087184,1000,18,39.51788184,1.975894092,1.975894092,1.50167951,0.277777778,4.829963336,96.6683325,1.1,71.67540008,30,7,100.63595,101000,349.639,34.82
110100000,32.5,321.5324459,4.53013731,1000,18,40.85968783,2.042984392,2.042984392,1.552668138,0.277777778,4.993961846,96.59111334,1.1,70.99263213,30,7,60.62557,101000,351,34.62
110000000,32.5,450,4.537205373,1000,18,30.23431595,1.511715797,1.511715797,1.148904006,0.277777778,3.695305283,97.25065297,1.1,76.78467789,30,7,83.51,101000,318.5,44.71
110100000,32.5,438.1505502,4.693124327,1000,18,31.44654088,1.572327044,1.572327044,1.194968553,0.277777778,3.843466108,97.16947146,1.1,76.07655502,30,7,134.19019,101000,331.862,41.05
110100000,32.5,424.9584364,4.750488987,1000,18,32.76110601,1.638055301,1.638055301,1.244922029,0.277777778,4.00413518,97.0832803,1.1,75.32326523,30,7,108.15019,101000,328.368,37.12
110100000,32.5,410.1817467,4.700591643,1000,18,34.19037199,1.7095186,1.7095186,1.299234136,0.277777778,4.178823243,96.99167514,1.1,74.5209947,30,7,91.32019,101000,326.55,34.18
110100000,32.5,393.5167411,4.740636,1000,18,35.75003575,1.787501788,1.787501788,1.358501359,0.277777778,4.369448814,96.89412934,1.1,73.66480565,30,7,87.94076,101000,337.772,28.88
110100000,32.5,374.5767511,4.704920546,1000,18,37.45879533,1.872939766,1.872939766,1.423434222,0.277777778,4.578297206,96.79004564,1.1,72.74907347,30,7,62.82057,101000,372,28.44
110000100,31,444.1441441,4.232921969,1000,18,54.64480874,0.273224044,2.18579235,2.18579235,0.027777778,0.667880996,99.57926946,0.8,64.66431095,20,10,47,100100,319.6775,66.6
110000100,31,444.1441441,4.394384339,1000,18,51.28205128,0.512820513,2.051282051,2.051282051,0.055555556,1.253561254,99.19325266,0.8,66.10169492,20,10,47,100100,305.3075,63.9
110000100,31,444.1441441,4.231135835,1000,18,48.30917874,0.724637681,1.93236715,1.93236715,0.083333333,1.771336554,98.83782356,0.8,67.4267101,20,10,47,100100,300.1675,52.6
110000100,31,444.1441441,3.96815889,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,20,10,47,100100,303.4955,47
110000100,31,444.1441441,4.002524122,1000,18,43.29004329,1.082251082,1.731601732,1.731601732,0.138888889,2.645502646,98.20525371,0.8,69.78851964,20,10,47,100100,295.0295,41.6
110000100,31,442.081448,3.981725013,1000,18,45.87155963,0.917431193,1.834862385,1.834862385,0.111111111,2.242609582,98.50492695,0.8,68.55345912,20,10,47,100100,297.3895,46.7
110000100,31,444.1441441,3.96815889,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,20,10,47,100100,303.4955,47
110000100,31,446.1883408,4.005717585,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,20,10,47,100100,302.1405,48.7
110000100,31,448.2142857,4.005717585,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,20,10,47,100100,301.4105,50.5
110000000,31,430.9836066,3.681967213,1000,18,57.7700751,2.021952629,0.866551127,0.866551127,0.194444444,4.94255087,96.94007312,1.1,63.38337605,75.05,6.67,5.61,100000,216.4475,38.5
110010000,31,354.0909091,3.870909091,1000,18,71.8907261,2.228612509,1.078360891,1.078360891,0.172222222,5.447719466,96.90955229,1.1,58.17649519,64.13,6.61,11.04,100000,281.812,38.6
110010000,31,381.3326886,3.147311412,1000,18,60.16847172,2.466907341,0.902527076,0.902527076,0.227777778,6.030217944,96.33288612,1.1,62.43425995,68.56,7.89,13.39519,100000,325.7915,37
110010000,31,423.2311558,2.60798995,1000,18,59.52380952,1.964285714,0.892857143,0.892857143,0.183333333,4.801587302,97.05918095,1.1,62.68656716,65.42,7.57,2.19019,100000,291.4205,36.5
110000010,31,450,3,1000,18,56.49717514,0.225988701,1.186440678,0.225988701,0.022222222,0.552416824,99.65800008,1.05,63.89891697,120,30,48,100000,150,148
110000010,31,450,3,1000,18,55.55555556,0.333333333,1.166666667,0.222222222,0.033333333,0.814814815,99.49267843,1.05,64.28571429,120,30,48,100000,155,122
110000010,31,450,3,1000,18,54.64480874,0.43715847,1.147540984,0.218579235,0.044444444,1.068609593,99.33097655,1.05,64.66431095,120,30,48,100000,180,105
110000010,31,450,3,1000,18,53.47593583,0.534759358,1.122994652,0.213903743,0.055555556,1.307189542,99.1755668,1.05,65.15679443,120,30,48,100000,206,90
110000010,31,450,3,1000,18,52.63157895,0.631578947,1.105263158,0.210526316,0.066666667,1.543859649,99.02124347,1.05,65.51724138,120,30,48,100000,253,81
110000010,31,450,3,1000,18,51.8134715,0.725388601,1.088082902,0.207253886,0.077777778,1.773172136,98.87018084,1.05,65.87030717,120,30,48,100000,254,78
1010000000,30.8,440,3,0,0,84.74576271,0,1.694915254,0.423728814,0,0,100,1.1,54.12844037,311.55,10,1128,100000,367,118
110000000,30.8,440,3,1000,18,84.03361345,0.084033613,1.680672269,0.420168067,0.005555556,0.031071252,99.98331463,1.1,54.33789954,135.85,10,1128,100000,233,116
110000000,30.8,440,3,1000,18,81.96721311,0.245901639,1.639344262,0.409836066,0.016666667,0.088685837,99.95186979,1.1,54.95495495,137.51,10,1128,100000,255,103
110000000,30.8,440,3,1000,18,74.62686567,0.746268657,1.492537313,0.373134328,0.055555556,0.24504344,99.86174391,1.1,57.26495726,120.72,10,1128,100000,302,90
110000000,30.8,440,3,1000,18,69.93006993,1.048951049,1.398601399,0.34965035,0.083333333,0.322754169,99.81314232,1.1,58.84773663,127.97,10,1128,100000,353,60
110000000,30.8,440,3,1000,18,59.88023952,1.796407186,1.19760479,0.299401198,0.166666667,0.473304887,99.70993792,1.1,62.54681648,157.96,10,1128,100000,488,42
100100000,32.8,712,3.8,1000,18,60.60606061,1.212121212,3.03030303,0.484848485,0.111111111,2.962962963,98.2078853,1,62.26415094,180,12.13,144,100000,122.5,70.2
100100000,32.8,712,3.8,1000,18,51.28205128,1.538461538,2.564102564,0.41025641,0.166666667,3.760683761,97.58613123,1.1,66.10169492,180,10.94,144,100000,145.5,67.5
100100000,32.8,447,7.3,1000,18,50,1,2,0.8,0.111111111,2.444444444,98.4106343,1.9,66.66666667,180,11.79,144,100000,91,69.7
100100000,32.8,447,7.3,1000,18,47.61904762,1.428571429,1.904761905,0.714285714,0.166666667,3.492063492,97.69754055,1.9,67.74193548,180,10.41,144,100000,138,57.9
100100000,32.8,677,5.6,1000,18,47.61904762,0.952380952,1.904761905,0.857142857,0.111111111,2.328042328,98.46164604,1.3,67.74193548,180,13.48,144,100000,73.5,80
100100000,32.8,677,5.6,1000,18,43.47826087,1.304347826,1.739130435,0.782608696,0.166666667,3.188405797,97.83549784,1.3,69.6969697,180,10.27,144,100000,110.5,58
100100000,32.8,428,8,1000,18,58.82352941,1.176470588,2.352941176,1.176470588,0.111111111,2.875816993,98.24140687,1.6,62.96296296,180,10.42,144,100000,78,59.1
100100000,32.8,428,8,1000,18,54.05405405,1.621621622,2.162162162,1.081081081,0.166666667,3.963963964,97.50566893,1.7,64.9122807,180,10.84,144,100000,110,58.8
100100000,32.8,718,4.6,1000,18,47.61904762,0.952380952,2.380952381,0.761904762,0.111111111,2.328042328,98.46550882,1.2,67.74193548,180,12.79,144,100000,232,74.4
100100000,32.8,718,4.6,1000,18,43.47826087,1.304347826,1.739130435,0.565217391,0.166666667,3.188405797,97.83229875,1.3,69.6969697,180,10.45,144,100000,121.5,59.69
100100000,32.8,444,7.6,1000,18,55.55555556,1.111111111,2.777777778,0.722222222,0.111111111,2.716049383,98.30423556,1.7,64.28571429,180,11.68,144,100000,176,66.08
100100000,32.8,444,7.6,1000,18,52.63157895,1.578947368,2.631578947,0.684210526,0.166666667,3.859649123,97.54983851,1.7,65.51724138,180,10.45,144,100000,114.5,55.4
110000000,31,405,6,1000,18,73.69196758,2.505526898,1.105379514,1.179071481,0.188888889,6.124621305,96.56849252,1.1,57.57318625,72.47,5,48,100000,165.609,40.4
110000000,31,405,6,1000,18,80.58017728,1.611603546,1.208702659,1.289282836,0.111111111,3.939475334,97.86697692,1.1,55.37706381,79.01,5,48,100000,179.699,59.9
110000000,31,405,6,1000,18,83.61204013,1.212374582,1.254180602,1.337792642,0.080555556,2.963582311,98.41871762,1.1,54.46265938,71.41,5,48,100000,199.327,79.4
110000000,31,405,6,1000,18,85.68980291,0.942587832,1.285347044,1.371036847,0.061111111,2.304103589,98.78275741,1.1,53.85325335,73.62,5,48,100000,194.672,99.6
110000000,31,405,6,1000,18,87.10801394,0.757839721,1.306620209,1.393728223,0.048333333,1.852497096,99.0278984,1.1,53.44506518,69.84,5,48,100000,187.851,122.5
100010000,31,416,2,1000,18,73.42143906,2.276064611,1.101321586,0.367107195,0.172222222,5.563713493,96.85960308,1.1,57.66299746,103.59,5,48,100000,219.2185,37.8
100010000,31,416,2,1000,18,80.51529791,1.328502415,1.207729469,0.40257649,0.091666667,3.247450349,98.22982957,1.1,55.39696699,125.04,5,48,100000,217.151,58
100010000,31,416,2,1000,18,84.10428932,0.849453322,1.26156434,0.420521447,0.056111111,2.076441454,98.88743685,1.1,54.31703974,119.34,5,48,100000,211.356,81.3
100010000,31,416,2,1000,18,85.2514919,0.699062234,1.278772379,0.42625746,0.045555556,1.708818793,99.08938559,1.1,53.98067188,117.65,5,48,100000,202.567,97.6
100010000,31,416,2,1000,18,86.50519031,0.527681661,1.297577855,0.432525952,0.033888889,1.289888504,99.31666234,1.1,53.61781076,119.15,5,48,100000,194.348,119.1
