DIPOCE,DI_NCO,PO_HV,PO_f,BA_Code,BA_Mn,PO_Phr,BA_Phr,FS_Phr,Cata_Phr,f(H2O),M_loss,Yield,R,CHS,AB_Mix_t,Q,Cata_Code,MCS,TC_Method,TC_T,Closed_CC,TC
100000100,31.25,660.2,3.218512316,981.02,19.642,63.29113924,1.418805815,1.272383308,1.383733891,0.133321111,3.57025787,97.30450418,1,61.24031008,10,0,100100,236.736,3,293.82,88.1904,18.2
100000100,31.25,750.6,3.35681261,981.02,19.642,55.55555556,1.574549942,1.258575599,1.371669462,0.14448,3.541066073,97.2599606,1,64.28571429,10,0,100100,246.474,3,293.9,87.4371,18
100000100,31.25,750.6,3.35681261,981.02,19.642,55.55555556,1.574549942,1.258575599,1.371669462,0.14448,3.541066073,97.2599606,1,64.28571429,10,0,100100,246.474,3,293.9,87.4371,18.2
100000100,31.25,750.6,3.35681261,981.02,19.642,55.55555556,1.574549942,1.258575599,1.371669462,0.14448,3.541066073,97.2599606,1,64.28571429,10,0,100100,246.474,3,293.9,87.4371,17.3
100000100,31.25,555,3.134019686,981.02,19.642,75.18796992,1.43910958,1.270796943,1.484800549,0.128265556,3.618950297,97.5065032,1,57.08154506,10,0,100100,244.277,3,294.34,87.77,17.4
100000100,31.25,555,3.134019686,981.02,19.642,75.18796992,1.43910958,1.270796943,1.484800549,0.128265556,3.618950297,97.5065032,1,57.08154506,10,0,100100,244.277,3,294.34,87.77,16.6
100000100,31.25,1208.4,3.282907978,981.08,19.642,34.60207612,2.622027396,1.121341087,1.066199261,0.173044444,3.812786624,96.79704224,1,74.29305913,10,0,100100,283.398,3,293.34,81.7966,16.4
100000100,31.25,1208.4,3.282907978,981.08,19.642,34.60207612,2.622027396,1.121341087,1.066199261,0.173044444,3.812786624,96.79704224,1,74.29305913,10,0,100100,283.398,3,293.34,81.7966,15.1
100000100,31.25,484.2,3.076711591,990.01,19.121,86.20689655,1.44905125,1.316002308,1.51271129,0.116326667,3.712350933,97.89141824,1,53.7037037,10,0,100100,219.417,3,294.5,87.2327,15.5
110000000,31.5,360,5.6,1000,18,57,2.6,1.14,1.057,0.25,6.250710308,96.13193614,1.1,63.8,7,0,101000,539,1,293.15,45,34.304
110010000,31.5,355.8595553,5.40157523,1000,18,57,2.56,1.14,1.057,0.25,6.26566416,96.12621496,1.1,63.7,7,0,101000,511,1,293.15,28,35.745
110010000,31.5,351.6681372,5.200707635,1000,18,57.4,2.57,1.142,1.057,0.25,6.280331145,96.12061365,1.1,63.7,7,0,101000,481,1,293.15,20,36.045
110010000,31.5,347.2333851,4.988178612,1000,18,57.3,2.58,1.145,1.057,0.25,6.295427231,96.1148589,1.1,63.6,7,0,101000,446,1,293.15,18,36.147
110010000,31.5,342.7221059,4.771982138,1000,18,57.4,2.9,1.15,1.057,0.25,6.310234052,96.10922467,1.1,63.5,7,0,101000,408,1,293.15,15,36.18
110010000,31.5,338.141159,4.552446941,1000,18,58,2.9,1.15,1.057,0.25,6.325110689,96.10357409,1.1,63.5,7,0,101000,392,1,293.15,13,37.045
110000000,31.5,360,5.6,1000,18,57,2.6,1.14,1.057,0.25,6.250710308,96.13193614,1.1,63.8,7,0,101000,539,1,323.15,45,39.998
110010000,31.5,355.8595553,5.40157523,1000,18,57,2.56,1.14,1.057,0.25,6.26566416,96.12621496,1.1,63.7,7,0,101000,511,1,323.15,28,40.474
110010000,31.5,351.6681372,5.200707635,1000,18,57.4,2.57,1.142,1.057,0.25,6.280331145,96.12061365,1.1,63.7,7,0,101000,481,1,323.15,20,40.506
110010000,31.5,347.2333851,4.988178612,1000,18,57.3,2.58,1.145,1.057,0.25,6.295427231,96.1148589,1.1,63.6,7,0,101000,446,1,323.15,18,40.595
110010000,31.5,342.7221059,4.771982138,1000,18,57.4,2.9,1.15,1.057,0.25,6.310234052,96.10922467,1.1,63.5,7,0,101000,408,1,323.15,15,40.962
110010000,31.5,338.141159,4.552446941,1000,18,58,2.9,1.15,1.057,0.25,6.325110689,96.10357409,1.1,63.5,7,0,101000,392,1,323.15,13,41.056
110000000,31.5,360,5.6,1000,18,57,2.6,1.14,1.057,0.25,6.250710308,96.13193614,1.1,63.8,7,0,101000,539,1,343.15,45,43.448
110010000,31.5,355.8595553,5.40157523,1000,18,57,2.56,1.14,1.057,0.25,6.26566416,96.12621496,1.1,63.7,7,0,101000,511,1,343.15,28,44.021
110010000,31.5,351.6681372,5.200707635,1000,18,57.4,2.57,1.142,1.057,0.25,6.280331145,96.12061365,1.1,63.7,7,0,101000,481,1,343.15,20,44.162
110010000,31.5,347.2333851,4.988178612,1000,18,57.3,2.58,1.145,1.057,0.25,6.295427231,96.1148589,1.1,63.6,7,0,101000,446,1,343.15,18,45.168
110010000,31.5,342.7221059,4.771982138,1000,18,57.4,2.9,1.15,1.057,0.25,6.310234052,96.10922467,1.1,63.5,7,0,101000,408,1,343.15,15,45.192
110010000,31.5,338.141159,4.552446941,1000,18,58,2.9,1.15,1.057,0.25,6.325110689,96.10357409,1.1,63.5,7,0,101000,392,1,343.15,13,46.011
110000000,31,420,4.8,1000,18,59,2,0.9,0.29,0.189,4.900419287,96.97777778,1.52,63,5,-48,100000,251.484,3,283.15,92.1,25.1
110010000,31,374.3555556,4.467777778,1000,18,74,2.5,1.1,0.37,0.189,6.111111111,96.5571205,1.74,58,5,-48,100000,235.578,3,283.15,86.8,25.8
110010000,31,374.8111051,4.539466522,1000,18,71.2,2.4,1,0.36,0.187,5.875059609,96.64980693,1.7,58.3,5,-48,100000,228.461,3,283.15,89.5,25.1
110010000,31,373.3060719,4.58983891,1000,18,70,2.3,1,0.35,0.184,5.647568236,96.74100251,1.67,59,5,-48,100000,240.728,3,283.15,87.1,26.2
110010000,31,372.7773343,4.641034336,1000,18,68.1,2.2,1.02,0.34,0.182,5.435781544,96.82815975,2.1,59.6,5,-48,100000,208.261,3,283.15,88.4,26.1
110010000,31,372.5751073,4.688412017,1000,18,66,2.1,1,0.33,0.18,5.24039871,96.90697121,1.6,60,5,-48,100000,243.771,3,283.15,89.2,25.4
100100000,31.2305,548,16,1000,18,57,1.1,1.7,0.51,0.11,4.19047619,76.9681742,1.3,63.6,10.59,0,100000,129,1,293.15,87.0507,26.9
100100000,31.3255,548,16,1000,18,56,1.7,2.2,0.5,0.17,4.074074074,77.32426304,1.3,64.3,11.11,0,100000,342,1,293.15,76.5088,32.1
100100000,30.9575,482,8,1000,18,74.1,1.5,4.3,0.67,0.11,5.432098765,73.65900383,1.1,57.45,11.16,0,100000,148,1,293.15,72.5372,35.1
100100000,31.187,482,8,1000,18,65,2,3.1,0.58,0.17,4.731182796,75.42448615,1.2,60.8,11.49,0,100000,109,1,293.15,80.3514,31.4
100100000,31.1295,510,8,1000,18,65,1.3,3.1,0.58,0.11,4.731182796,75.42448615,1,60.8,11.12,0,100000,265,1,293.15,75.2666,33.3
100100000,31.2255,654,12,1000,18,56,1.1,1.67,0.094,0.11,4.074074074,77.32426304,1.1,64.3,10.77,0,100000,149,1,293.15,85.962,24.2
100100000,31.3065,654,12,1000,18,53,1.6,2.1,0.09,0.17,3.859649123,78.00439912,1.2,65.52,10.99,0,100000,237,1,293.15,72.2756,32.9
100100000,31.1695,560,16,1000,18,56.2,1.12,1.69,0.096,0.11,4.119850187,77.18315702,1.3,64.1,10.83,0,100000,169,1,293.15,87.0074,23.1
100100000,31.3605,560,16,1000,18,56,1.67,2.2,0.094,0.17,4.074074074,77.32426304,1.3,64.3,11.08,0,100000,261,1,293.15,86.8218,24.5
100100000,30.75,409,8,1000,18,91,1.82,2.73,0.15,0.11,6.666666667,71.0602473,1.1,52.4,11.2,0,100000,209,1,293.15,66.8115,36.5
100100000,30.8765,409,8,1000,18,83,2.5,3.25,0.14,0.17,6.111111111,72.1589471,1.1,54.5,11.64,0,100000,321,1,293.15,62.5587,35.6
100100000,30.947,493,8,1000,18,67,1.3,2,0.11,0.11,4.888888889,75.00568053,1.2,60,10.69,0,100000,305,1,293.15,86.5711,26.6
100100000,31.304,493,8,1000,18,54.1,1.6,2.11,0.092,0.17,3.963963964,77.66950873,1.5,65,11.69,0,100000,230,1,293.15,73.8189,34.5
110000000,31.4,490,4.3,1000,18,79.8977309,1.597954618,0.399488655,0.798977309,0.11,3.906111289,97.85254815,1.1,55.58713804,12,159.32557,101000,210,1,298.15,90.12,31
110010000,31.4,533.583815,4.750867052,1000,18,80.19246191,1.603849238,0.40096231,0.801924619,0.11,3.92052036,97.84820031,1.1,55.49621718,12,159.81557,101000,250,1,298.15,86.72,33
110010000,31.4,572.5547445,5.154014599,1000,18,80.55421299,1.61108426,0.402771065,0.80554213,0.11,3.938205968,97.84288348,1.1,55.38502722,12,161.16038,101000,265,1,298.15,83.92,36
110010000,31.4,607.6083189,5.516637782,1000,18,80.88651622,1.617730324,0.404432581,0.808865162,0.11,3.954451904,97.83801845,1.1,55.28328042,12,161.64038,101000,275,1,298.15,75.71,38
110010000,31.4,668.1102362,6.142519685,1000,18,81.55941603,1.631188321,0.40779708,0.81559416,0.11,3.987349228,97.82822225,1.1,55.07838821,12,153.90038,101000,290,1,298.15,50.04,41
110000000,31.4,490,4.3,1000,18,68.99406651,1.37988133,2.069821995,1.207396164,0.11,3.373043252,98.05757524,1.2,59.17367519,10,336,100000,48,1,298.15,92.98,21.6
100010000,31.4,211,2,1000,18,83.85111396,1.677022279,0.41925557,1.467394494,0.11,4.099387794,97.81266576,1.1,54.39183796,10,336,100000,20,1,298.15,57.08,48.02
100010000,31.4,495,6,1000,18,84.43449994,1.688689999,0.4221725,1.477603749,0.11,4.127908886,97.80457198,1.3,54.21979078,10,336,100000,103,1,298.15,79.97,34.52
110010000,31.5,1365.168399,2.667359667,1001,92.15757326,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.53638954,1.1,65.15679443,20,9.87152,100000,594,1,298.15,70.3845,34.5
110010000,31.5,1362.050297,2.844504543,1001,90.5525346,66.22516556,20.86092715,1.490066225,0.662251656,0.083333333,22.29580574,89.50376721,1.1,65.03496503,15,58.30595,100000,377,1,298.15,87.694,22.6
110010000,31.5,1358.9202,3.022330901,1001,90.774712,66.66666667,21,1.5,0.666666667,0.083333333,22.44444444,89.47094084,1.1,64.9122807,20,19.13633,100000,422,1,298.15,87.4536,23
110010000,31.5,1326.94395,4.838958165,1001,87.39856051,68.02721088,21.42857143,1.530612245,0.680272109,0.083333333,22.90249433,89.23527844,1.1,64.02877698,20,24.71,100000,400,1,298.15,88.8415,23.5
100100001,31.4095,221.4,3.687113522,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,15,96,11000,115,2,297.55,83.6187,29
100100001,31.316,235.8,3.580280767,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,15,96,11000,418,2,298.95,80.8835,30
100100001,31.3135,253.7,3.372943377,1001,48.28266667,100,22,2,4,0.11,24.84,89.10526316,1,50,15,96,11000,876,2,298.85,81.7327,30
100100001,31.397,221.4,3.976958586,1001,49.08244898,100,24,2,4,0.11,26.84,88.33043478,1,50,15,96,11000,115,2,297.3,83.702,29
100100001,31.2255,235.8,3.957964486,1001,49.60153846,100,26,2,4,0.11,28.84,87.56896552,1,50,15,96,11000,418,2,299.15,77.482,32
100100001,31.1365,253.7,3.707093296,1001,50.20714286,100,28,2,4,0.11,30.84,86.82051282,1,50,15,96,11000,876,2,298.89,70.7798,34
110000000,31.4,490,4.3,1000,18,68.99406651,1.37988133,2.069821995,1.207396164,0.111111111,3.339312819,98.07699948,1.2,59.17367519,15,336,100000,76.715,1,298.15,92.3482,21.6
110010000,31.4,447.260274,4.58790321,1000,18,76.10350076,1.522070015,2.283105023,1.331811263,0.111111111,3.683409437,97.96766744,1.26,56.78478825,15,336,100000,127.404,1,298.15,91.2102,22
110010000,31.4,393.0051813,4.522711396,1000,18,84.83922966,1.696784593,2.54517689,1.484686519,0.111111111,4.106218716,97.84524976,1.28,54.10106945,15,336,100000,153.207,1,298.15,90.7471,22.6
110010000,31.4,360,4.583424218,1000,18,90.0090009,1.800180018,2.700270027,1.575157516,0.111111111,4.356435644,97.77828781,1.3,52.62908574,15,336,100000,159.471,1,298.15,89.6287,23.2
110000000,32.5,380,5.554238882,1000,18,34.92717684,1.746358842,1.746358842,1.32723272,0.277777778,4.268877169,96.94528449,1.1,74.11405348,7,105.44038,101000,215.7,1,293.15,93.2,34.99
110100000,32.5,370.3490799,5.700852795,1000,18,35.97122302,1.798561151,1.798561151,1.366906475,0.277777778,4.396482814,96.88049458,1.1,73.54497354,7,98.81342,101000,356.712,1,293.15,41.638,36.02
110100000,32.5,359.816772,5.644912469,1000,18,37.08098487,1.854049244,1.854049244,1.409077425,0.277777778,4.532120373,96.81281365,1.1,72.94957801,7,99.0038,101000,364.152,1,293.15,28.836,35.99
110100000,32.5,348.2765573,5.585563575,1000,18,38.25993802,1.912996901,1.912996901,1.453877645,0.277777778,4.676214647,96.7422176,1.1,72.32753134,7,80.38304,101000,328.805,1,293.15,51.7,35.9
110100000,32.5,335.5764855,5.453735094,1000,18,39.51788184,1.975894092,1.975894092,1.50167951,0.277777778,4.829963336,96.6683325,1.1,71.67540008,7,83.35823,101000,354.949,1,293.15,28.123,35.62
110100000,32.5,321.5324459,5.341099558,1000,18,40.85968783,2.042984392,2.042984392,1.552668138,0.277777778,4.993961846,96.59111334,1.1,70.99263213,7,86.14747,101000,351,1,293.15,18.1,35.24
110000000,32.5,450,5.452179973,1000,18,30.23431595,1.511715797,1.511715797,1.148904006,0.277777778,3.695305283,97.25065297,1.1,76.78467789,7,104.10557,101000,318.5,1,293.15,95.2,34.03
110100000,32.5,438.1505502,5.612058322,1000,18,31.44654088,1.572327044,1.572327044,1.194968553,0.277777778,3.843466108,97.16947146,1.1,76.07655502,7,79.00747,101000,353.943,1,293.15,66.059,35.52
110100000,32.5,424.9584364,5.70544719,1000,18,32.76110601,1.638055301,1.638055301,1.244922029,0.277777778,4.00413518,97.0832803,1.1,75.32326523,7,75.30785,101000,350.943,1,293.15,60.5452,35.96
110100000,32.5,410.1817467,5.650767719,1000,18,34.19037199,1.7095186,1.7095186,1.299234136,0.277777778,4.178823243,96.99167514,1.1,74.5209947,7,84.75304,101000,291.091,1,293.15,58.5,35.9
110100000,32.5,393.5167411,5.693340196,1000,18,35.75003575,1.787501788,1.787501788,1.358501359,0.277777778,4.369448814,96.89412934,1.1,73.66480565,7,98.71823,101000,355.359,1,293.15,45.555,36.18
110100000,32.5,374.5767511,5.554859947,1000,18,37.45879533,1.872939766,1.872939766,1.423434222,0.277777778,4.578297206,96.79004564,1.1,72.74907347,7,96.27266,101000,372,1,293.15,9,35.9
110000000,32.5,380,5.565035406,1000,18,34.92717684,1.746358842,1.746358842,1.32723272,0.277777778,4.268877169,96.94528449,1.1,74.11405348,7,102.25557,101000,215.7,1,323.15,93.2,37.55
110100000,32.5,370.3490799,5.710852795,1000,18,35.97122302,1.798561151,1.798561151,1.366906475,0.277777778,4.396482814,96.88049458,1.1,73.54497354,7,92.58342,101000,350.268,1,323.15,44.172,38.89
110100000,32.5,359.816772,5.654912469,1000,18,37.08098487,1.854049244,1.854049244,1.409077425,0.277777778,4.532120373,96.81281365,1.1,72.94957801,7,92.7738,101000,359.633,1,323.15,31.344,39.66
110100000,32.5,348.2765573,5.626988772,1000,18,38.25993802,1.912996901,1.912996901,1.453877645,0.277777778,4.676214647,96.7422176,1.1,72.32753134,7,72.80823,101000,337.581,1,323.15,51.7,40.01
110100000,32.5,335.5764855,5.487750846,1000,18,39.51788184,1.975894092,1.975894092,1.50167951,0.277777778,4.829963336,96.6683325,1.1,71.67540008,7,74.24823,101000,357.876,1,323.15,29.403,40.04
110100000,32.5,321.5324459,5.368972668,1000,18,40.85968783,2.042984392,2.042984392,1.552668138,0.277777778,4.993961846,96.59111334,1.1,70.99263213,7,79.98747,101000,351,1,323.15,18.1,40.07
110000000,32.5,450,5.474851631,1000,18,30.23431595,1.511715797,1.511715797,1.148904006,0.277777778,3.695305283,97.25065297,1.1,76.78467789,7,98.50076,101000,318.5,1,323.15,95.2,36.71
110100000,32.5,438.1505502,5.622058322,1000,18,31.44654088,1.572327044,1.572327044,1.194968553,0.277777778,3.843466108,97.16947146,1.1,76.07655502,7,72.77747,101000,346.466,1,323.15,63.2769,39.2
110100000,32.5,424.9584364,5.739462943,1000,18,32.76110601,1.638055301,1.638055301,1.244922029,0.277777778,4.00413518,97.0832803,1.1,75.32326523,7,69.07785,101000,348.805,1,323.15,57.8158,39.85
110100000,32.5,410.1817467,5.693522641,1000,18,34.19037199,1.7095186,1.7095186,1.299234136,0.277777778,4.178823243,96.99167514,1.1,74.5209947,7,78.61823,101000,302.385,1,323.15,58.5,40.22
110100000,32.5,393.5167411,5.727355948,1000,18,35.75003575,1.787501788,1.787501788,1.358501359,0.277777778,4.369448814,96.89412934,1.1,73.66480565,7,92.48823,101000,357.187,1,323.15,43.044,40.57
110100000,32.5,374.5767511,5.582733057,1000,18,37.45879533,1.872939766,1.872939766,1.423434222,0.277777778,4.578297206,96.79004564,1.1,72.74907347,7,88.66266,101000,372,1,323.15,9,40.51
110000100,31,444.1441441,4.035116961,1000,18,54.64480874,0.273224044,2.18579235,2.18579235,0.027777778,0.667880996,99.57926946,0.8,64.66431095,10,47,100100,240.191,2,293.75,85.8023,40
110000100,31,444.1441441,4.060477149,1000,18,51.28205128,0.512820513,2.051282051,2.051282051,0.055555556,1.253561254,99.19325266,0.8,66.10169492,10,47,100100,246.08,2,293.67,86.3953,38
110000100,31,444.1441441,4.068929888,1000,18,48.30917874,0.724637681,1.93236715,1.93236715,0.083333333,1.771336554,98.83782356,0.8,67.4267101,10,47,100100,240.64,2,294.01,86.6411,37
110000100,31,444.1441441,4.082092703,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,10,47,100100,230.585,2,293.14,87.9579,35
110000100,31,444.1441441,4.159014559,1000,18,43.29004329,1.082251082,1.731601732,1.731601732,0.138888889,2.645502646,98.20525371,0.8,69.78851964,10,47,100100,236.947,2,292.62,86.7771,34
110000100,31,442.081448,4.117092703,1000,18,45.87155963,0.917431193,1.834862385,1.834862385,0.111111111,2.242609582,98.50492695,0.8,68.55345912,10,47,100100,235.582,2,292.69,87.7979,34
110000100,31,444.1441441,4.082092703,1000,18,45.66210046,0.913242009,1.826484018,1.826484018,0.111111111,2.232369356,98.50948509,0.8,68.65203762,10,47,100100,230.585,2,293.14,87.9579,35
110000100,31,446.1883408,4.117092703,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,10,47,100100,231.865,2,292.71,87.7181,33
110000100,31,448.2142857,4.115584032,1000,18,45.45454545,0.909090909,1.818181818,1.818181818,0.111111111,2.222222222,98.51401554,0.8,68.75,10,47,100100,227.155,2,292.7,86.8401,32
110000000,31,430.9836066,3.681967213,1000,18,57.7700751,2.021952629,0.866551127,0.866551127,0.194444444,4.94255087,96.94007312,1.1,63.38337605,7.03,17.28,100000,210.267,1,283.15,94.3,22.5
110010000,31,354.0909091,3.870909091,1000,18,71.8907261,2.228612509,1.078360891,1.078360891,0.172222222,5.447719466,96.90955229,1.1,58.17649519,5.57,27.9,100000,227.215,1,283.15,94,23.5
110010000,31,381.3326886,3.147311412,1000,18,60.16847172,2.466907341,0.902527076,0.902527076,0.227777778,6.030217944,96.33288612,1.1,62.43425995,6.49,29.28,100000,277.089,1,283.15,87.2,23.4
110010000,31,423.2311558,2.60798995,1000,18,59.52380952,1.964285714,0.892857143,0.892857143,0.183333333,4.801587302,97.05918095,1.1,62.68656716,5.89,20.15,100000,218.088,1,283.15,93,24.5
110000010,31,450,3,1000,18,56.49717514,0.225988701,1.186440678,0.225988701,0.022222222,0.552416824,99.65800008,1.05,63.89891697,30,48,100000,150,3,297.38,96.3,50.6
110000010,31,450,3,1000,18,55.55555556,0.333333333,1.166666667,0.222222222,0.033333333,0.814814815,99.49267843,1.05,64.28571429,30,48,100000,155,3,297.23,96.1,46.2
110000010,31,450,3,1000,18,54.64480874,0.43715847,1.147540984,0.218579235,0.044444444,1.068609593,99.33097655,1.05,64.66431095,30,48,100000,180,3,295.67,95.1,42.5
110000010,31,450,3,1000,18,53.47593583,0.534759358,1.122994652,0.213903743,0.055555556,1.307189542,99.1755668,1.05,65.15679443,30,48,100000,206,3,294.72,94,41.1
110000010,31,450,3,1000,18,52.63157895,0.631578947,1.105263158,0.210526316,0.066666667,1.543859649,99.02124347,1.05,65.51724138,30,48,100000,253,3,294.91,93.1,40.9
110000010,31,450,3,1000,18,51.8134715,0.725388601,1.088082902,0.207253886,0.077777778,1.773172136,98.87018084,1.05,65.87030717,30,48,100000,254,3,294.26,92.8,39.8
1010000000,30.8,440,3,0,0,84.74576271,0,1.694915254,0.423728814,0,0,100,1.1,54.12844037,10,1128,100000,367,0,289.5,87.6795,29
110000000,30.8,440,3,1000,18,84.03361345,0.084033613,1.680672269,0.420168067,0.005555556,0.031071252,99.98331463,1.1,54.33789954,10,1128,100000,233,0,288.9,91.2812,22
110000000,30.8,440,3,1000,18,81.96721311,0.245901639,1.639344262,0.409836066,0.016666667,0.088685837,99.95186979,1.1,54.95495495,10,1128,100000,255,0,289.17,91.1432,23
110000000,30.8,440,3,1000,18,74.62686567,0.746268657,1.492537313,0.373134328,0.055555556,0.24504344,99.86174391,1.1,57.26495726,10,1128,100000,302,0,289,90.2535,25
110000000,30.8,440,3,1000,18,69.93006993,1.048951049,1.398601399,0.34965035,0.083333333,0.322754169,99.81314232,1.1,58.84773663,10,1128,100000,353,0,288.665,89.9519,26
110000000,30.8,440,3,1000,18,59.88023952,1.796407186,1.19760479,0.299401198,0.166666667,0.473304887,99.70993792,1.1,62.54681648,10,1128,100000,488,0,287.265,87.2108,27
100100000,32.8,712,3.8,1000,18,60.60606061,1.212121212,3.03030303,0.484848485,0.111111111,2.962962963,98.2078853,1,62.26415094,10.74,144,100000,122.5,1,293.15,76.1021,31
100100000,32.8,712,3.8,1000,18,51.28205128,1.538461538,2.564102564,0.41025641,0.166666667,3.760683761,97.58613123,1.1,66.10169492,10.26,144,100000,145.5,1,293.15,83.007,24.1
100100000,32.8,447,7.3,1000,18,50,1,2,0.8,0.111111111,2.444444444,98.4106343,1.9,66.66666667,10.89,144,100000,91,1,293.15,81.8956,23.5
100100000,32.8,447,7.3,1000,18,47.61904762,1.428571429,1.904761905,0.714285714,0.166666667,3.492063492,97.69754055,1.9,67.74193548,10.43,144,100000,138,1,293.15,80.5246,27.2
100100000,32.8,677,5.6,1000,18,47.61904762,0.952380952,1.904761905,0.857142857,0.111111111,2.328042328,98.46164604,1.3,67.74193548,10.9,144,100000,73.5,1,293.15,81.5242,23.2
100100000,32.8,677,5.6,1000,18,43.47826087,1.304347826,1.739130435,0.782608696,0.166666667,3.188405797,97.83549784,1.3,69.6969697,10.44,144,100000,110.5,1,293.15,81.0467,23.6
100100000,32.8,428,8,1000,18,58.82352941,1.176470588,2.352941176,1.176470588,0.111111111,2.875816993,98.24140687,1.6,62.96296296,10.91,144,100000,78,1,293.15,84.2845,24.7
100100000,32.8,428,8,1000,18,54.05405405,1.621621622,2.162162162,1.081081081,0.166666667,3.963963964,97.50566893,1.7,64.9122807,10.87,144,100000,110,1,293.15,84.7345,23.2
100100000,32.8,718,4.6,1000,18,47.61904762,0.952380952,2.380952381,0.761904762,0.111111111,2.328042328,98.46550882,1.2,67.74193548,10.64,144,100000,232,1,293.15,78.7796,28.5
100100000,32.8,718,4.6,1000,18,43.47826087,1.304347826,1.739130435,0.565217391,0.166666667,3.188405797,97.83229875,1.3,69.6969697,10.62,144,100000,121.5,1,293.15,81.1126,22.3
100100000,32.8,444,7.6,1000,18,55.55555556,1.111111111,2.777777778,0.722222222,0.111111111,2.716049383,98.30423556,1.7,64.28571429,10.78,144,100000,176,1,293.15,83.8732,24
100100000,32.8,444,7.6,1000,18,52.63157895,1.578947368,2.631578947,0.684210526,0.166666667,3.859649123,97.54983851,1.7,65.51724138,10.84,144,100000,114.5,1,293.15,81.4081,27.7
110000000,31,405,6,1000,18,73.69196758,2.505526898,1.105379514,1.179071481,0.188888889,6.124621305,96.56849252,1.1,57.57318625,5,48,100000,194.11,1,283.15,91.5,24.09
110000000,31,405,6,1000,18,80.58017728,1.611603546,1.208702659,1.289282836,0.111111111,3.939475334,97.86697692,1.1,55.37706381,5,48,100000,180.685,1,283.15,92,25.26
110000000,31,405,6,1000,18,83.61204013,1.212374582,1.254180602,1.337792642,0.080555556,2.963582311,98.41871762,1.1,54.46265938,5,48,100000,193.254,1,283.15,94.5,26.37
110000000,31,405,6,1000,18,85.68980291,0.942587832,1.285347044,1.371036847,0.061111111,2.304103589,98.78275741,1.1,53.85325335,5,48,100000,213.825,1,283.15,93.1,28.15
110000000,31,405,6,1000,18,87.10801394,0.757839721,1.306620209,1.393728223,0.048333333,1.852497096,99.0278984,1.1,53.44506518,5,48,100000,226.578,1,283.15,93.7,30.23
100010000,31,416,2,1000,18,73.42143906,2.276064611,1.101321586,0.367107195,0.172222222,5.563713493,96.85960308,1.1,57.66299746,5,48,100000,269.211,1,283.15,20.4,37.01
100010000,31,416,2,1000,18,80.51529791,1.328502415,1.207729469,0.40257649,0.091666667,3.247450349,98.22982957,1.1,55.39696699,5,48,100000,264.406,1,283.15,15.9,38.79
100010000,31,416,2,1000,18,84.10428932,0.849453322,1.26156434,0.420521447,0.056111111,2.076441454,98.88743685,1.1,54.31703974,5,48,100000,264.088,1,283.15,19.5,39.74
100010000,31,416,2,1000,18,85.2514919,0.699062234,1.278772379,0.42625746,0.045555556,1.708818793,99.08938559,1.1,53.98067188,5,48,100000,260.738,1,283.15,34.5,40.45
100010000,31,416,2,1000,18,86.50519031,0.527681661,1.297577855,0.432525952,0.033888889,1.289888504,99.31666234,1.1,53.61781076,5,48,100000,267.298,1,283.15,53.9,42.3
